WAP_001,WAP_002,WAP_003,WAP_004,WAP_007,WAP_008,WAP_017,WAP_018,WAP_021,WAP_022,WAP_023,WAP_024,WAP_026,WAP_029,WAP_034,WAP_035,WAP_036,WAP_037,WAP_045,WAP_048,WAP_054,WAP_057,WAP_058,WAP_059,WAP_060,WAP_061,WAP_095,WAP_097,WAP_098,WAP_100,WAP_104,WAP_106,WAP_107,WAP_108,WAP_110,WAP_111,WAP_112,WAP_115,WAP_116,WAP_117,WAP_118,WAP_119,WAP_120,WAP_121,WAP_122,WAP_123,WAP_124,WAP_125,WAP_126,WAP_127,GRP
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-65,-68,-68,-77,-100,-100,-89,-100,-100,-100,-100,-70,-70,-74,-75,-100,-70,-72,-100,-100,2
-81,-100,-70,-70,-100,-100,-100,-100,-74,-74,-74,-72,-100,-79,-68,-68,-68,-69,-76,-78,-72,-76,-46,-46,-46,-46,-100,-53,-51,-100,-39,-39,-43,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-52,-100,-100,2
-79,-78,-67,-67,-77,-81,-100,-100,-63,-63,-71,-70,-100,-75,-67,-67,-70,-69,-67,-74,-71,-70,-69,-69,-69,-70,-100,-48,-55,-100,-49,-49,-49,-100,-100,-100,-59,-100,-100,-82,-88,-100,-100,-100,-100,-100,-43,-42,-100,-100,2
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-74,-72,-71,-74,-100,-100,-85,-100,-100,-100,-100,-77,-77,-75,-78,-100,-72,-71,-100,-100,2
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-73,-68,-66,-68,-100,-100,-87,-100,-100,-100,-100,-69,-69,-71,-69,-100,-71,-69,-100,-100,2
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,2
-74,-72,-78,-79,-100,-100,-100,-100,-75,-74,-65,-75,-100,-79,-74,-75,-74,-73,-76,-78,-68,-68,-46,-46,-46,-46,-100,-60,-51,-100,-39,-47,-52,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-53,-100,-100,2
-78,-82,-65,-65,-100,-81,-100,-100,-64,-65,-75,-74,-100,-75,-71,-71,-71,-67,-76,-79,-67,-67,-66,-66,-66,-66,-100,-44,-57,-100,-53,-50,-53,-100,-100,-100,-61,-100,-100,-81,-80,-100,-100,-100,-100,-100,-43,-43,-100,-100,2
-74,-72,-73,-73,-100,-100,-100,-100,-75,-74,-65,-71,-100,-100,-76,-75,-74,-73,-76,-78,-68,-67,-47,-47,-47,-47,-100,-48,-55,-100,-42,-44,-46,-100,-100,-100,-66,-100,-100,-90,-87,-100,-100,-100,-100,-100,-51,-54,-100,-100,2
-74,-82,-67,-67,-100,-81,-100,-77,-68,-68,-75,-74,-100,-100,-67,-67,-67,-67,-76,-79,-69,-71,-68,-68,-68,-68,-100,-54,-57,-100,-54,-49,-51,-100,-100,-100,-61,-86,-100,-81,-84,-100,-100,-100,-100,-100,-45,-44,-100,-100,2
-74,-72,-73,-73,-100,-100,-100,-100,-75,-74,-65,-66,-100,-100,-73,-74,-75,-73,-78,-78,-73,-73,-48,-48,-48,-48,-100,-48,-50,-100,-44,-48,-53,-100,-100,-100,-65,-100,-100,-90,-87,-100,-100,-100,-100,-100,-45,-46,-100,-100,2
-72,-73,-67,-67,-100,-100,-100,-77,-62,-62,-73,-73,-100,-73,-65,-65,-65,-65,-78,-79,-69,-70,-70,-70,-70,-70,-100,-53,-54,-100,-54,-52,-52,-100,-100,-100,-61,-86,-86,-81,-84,-100,-100,-100,-100,-100,-41,-41,-100,-100,2
-74,-72,-71,-72,-100,-100,-100,-100,-66,-66,-65,-66,-100,-100,-75,-76,-76,-76,-81,-82,-69,-69,-50,-50,-50,-51,-100,-48,-49,-100,-42,-49,-49,-100,-100,-100,-65,-100,-100,-90,-87,-100,-100,-100,-100,-100,-46,-46,-100,-100,2
-72,-69,-65,-65,-76,-100,-100,-77,-64,-64,-73,-73,-100,-71,-62,-62,-62,-62,-74,-74,-69,-70,-68,-68,-68,-68,-100,-56,-61,-100,-57,-56,-56,-100,-100,-100,-61,-86,-86,-87,-84,-100,-100,-100,-100,-100,-39,-38,-100,-100,2
-66,-64,-75,-75,-84,-83,-100,-100,-67,-67,-100,-70,-100,-100,-73,-73,-73,-73,-81,-84,-63,-63,-50,-50,-50,-51,-100,-46,-56,-100,-47,-43,-45,-100,-100,-100,-64,-100,-100,-90,-87,-100,-100,-100,-100,-100,-43,-45,-100,-100,2
-72,-69,-65,-65,-72,-100,-100,-77,-58,-58,-74,-73,-100,-69,-60,-60,-61,-62,-71,-76,-73,-70,-69,-69,-69,-69,-100,-52,-60,-100,-58,-56,-56,-100,-100,-100,-62,-86,-86,-87,-87,-100,-100,-100,-100,-100,-39,-37,-100,-100,2
-75,-76,-76,-76,-84,-83,-100,-100,-62,-62,-100,-70,-100,-100,-69,-69,-69,-69,-76,-76,-66,-69,-54,-54,-54,-55,-100,-49,-52,-100,-49,-46,-44,-100,-100,-100,-69,-100,-100,-89,-100,-100,-100,-100,-100,-100,-40,-39,-100,-100,2
-68,-66,-62,-63,-72,-100,-100,-100,-62,-62,-63,-58,-100,-78,-64,-65,-65,-65,-73,-74,-70,-70,-67,-67,-67,-67,-100,-52,-64,-100,-59,-57,-57,-100,-100,-100,-57,-86,-85,-87,-87,-100,-100,-100,-100,-100,-52,-40,-100,-100,2
-75,-76,-74,-73,-84,-83,-79,-100,-64,-64,-100,-70,-100,-100,-70,-70,-70,-70,-76,-76,-70,-70,-51,-51,-51,-51,-100,-53,-53,-100,-45,-45,-43,-100,-100,-100,-61,-100,-100,-86,-88,-100,-100,-100,-100,-100,-44,-42,-100,-100,2
-68,-67,-64,-64,-72,-72,-100,-100,-60,-60,-63,-66,-100,-77,-61,-61,-64,-64,-73,-74,-70,-70,-69,-69,-67,-68,-100,-52,-60,-100,-59,-55,-57,-100,-100,-100,-57,-86,-85,-81,-79,-100,-100,-100,-100,-100,-40,-37,-100,-100,2
-75,-76,-70,-73,-84,-83,-79,-100,-63,-63,-100,-70,-100,-100,-73,-73,-73,-74,-74,-73,-73,-73,-56,-56,-56,-56,-100,-49,-55,-100,-49,-50,-50,-100,-100,-100,-61,-100,-100,-86,-88,-100,-100,-100,-100,-100,-42,-41,-100,-100,2
-72,-70,-68,-68,-71,-70,-100,-100,-64,-60,-61,-62,-100,-77,-57,-56,-56,-58,-73,-74,-70,-76,-67,-68,-67,-67,-100,-52,-60,-100,-60,-57,-57,-100,-100,-100,-58,-86,-85,-81,-79,-100,-100,-100,-100,-100,-36,-34,-100,-100,2
-71,-76,-74,-74,-83,-80,-79,-100,-63,-64,-100,-70,-100,-82,-70,-70,-70,-70,-79,-100,-69,-69,-57,-57,-57,-57,-100,-55,-57,-100,-49,-49,-49,-100,-100,-100,-65,-100,-100,-86,-88,-100,-100,-100,-100,-100,-44,-43,-100,-100,2
-68,-60,-67,-66,-71,-70,-100,-100,-64,-64,-63,-64,-100,-77,-57,-57,-57,-58,-73,-74,-70,-76,-70,-72,-70,-70,-100,-54,-62,-100,-62,-60,-57,-100,-100,-75,-56,-86,-85,-79,-80,-100,-100,-100,-100,-100,-36,-34,-100,-100,2
-78,-77,-73,-73,-83,-80,-79,-100,-65,-65,-100,-74,-100,-82,-72,-72,-72,-73,-79,-82,-69,-71,-57,-57,-57,-57,-100,-62,-61,-100,-50,-47,-47,-100,-100,-100,-62,-100,-100,-86,-88,-100,-100,-100,-100,-100,-35,-39,-100,-100,2
-69,-68,-63,-62,-73,-74,-100,-100,-63,-63,-64,-64,-100,-74,-63,-59,-59,-59,-84,-77,-100,-76,-68,-68,-68,-68,-100,-54,-66,-100,-60,-63,-59,-100,-100,-78,-48,-86,-100,-77,-75,-100,-100,-100,-100,-100,-33,-32,-100,-100,2
-78,-77,-71,-71,-100,-100,-73,-75,-64,-64,-100,-74,-100,-82,-72,-71,-71,-73,-79,-82,-72,-67,-55,-55,-55,-56,-100,-65,-58,-100,-48,-50,-50,-100,-100,-100,-55,-100,-100,-85,-85,-100,-100,-100,-100,-100,-36,-50,-100,-100,2
-69,-68,-64,-64,-74,-74,-71,-67,-58,-57,-67,-65,-100,-74,-63,-64,-65,-63,-75,-71,-100,-76,-71,-71,-71,-71,-100,-57,-62,-100,-63,-63,-65,-100,-100,-78,-48,-85,-85,-77,-75,-100,-100,-100,-100,-100,-30,-31,-100,-100,2
-100,-74,-68,-67,-76,-75,-73,-75,-64,-64,-63,-64,-100,-82,-76,-72,-72,-76,-100,-82,-68,-73,-56,-56,-56,-56,-100,-56,-59,-100,-49,-55,-56,-100,-100,-100,-50,-100,-100,-83,-83,-100,-100,-100,-100,-100,-52,-30,-100,-100,2
-71,-70,-62,-63,-70,-72,-71,-69,-55,-55,-59,-63,-100,-78,-61,-61,-61,-61,-75,-71,-75,-76,-69,-69,-69,-69,-100,-69,-66,-100,-64,-59,-63,-100,-100,-78,-48,-81,-81,-83,-81,-100,-100,-100,-100,-100,-26,-27,-100,-100,2
-77,-76,-68,-67,-76,-75,-73,-75,-59,-59,-63,-64,-100,-80,-76,-76,-76,-76,-76,-82,-72,-73,-56,-56,-56,-56,-100,-64,-62,-100,-47,-55,-52,-100,-100,-100,-51,-100,-100,-83,-83,-100,-100,-100,-100,-100,-36,-36,-100,-100,2
-73,-70,-62,-63,-70,-72,-71,-69,-67,-63,-55,-62,-100,-70,-59,-59,-60,-59,-75,-71,-75,-76,-69,-69,-69,-69,-100,-58,-73,-100,-64,-60,-63,-100,-100,-78,-54,-82,-82,-83,-81,-100,-100,-100,-100,-100,-31,-30,-100,-100,2
-77,-76,-65,-66,-76,-75,-73,-75,-66,-66,-63,-64,-100,-80,-76,-76,-77,-77,-76,-100,-69,-73,-52,-52,-52,-52,-100,-60,-62,-100,-53,-59,-56,-100,-100,-100,-51,-100,-100,-83,-79,-100,-100,-100,-100,-100,-34,-34,-100,-100,2
-73,-72,-65,-66,-70,-72,-71,-69,-68,-67,-55,-62,-100,-68,-58,-60,-58,-58,-79,-71,-75,-76,-70,-70,-69,-70,-100,-61,-73,-100,-64,-60,-68,-100,-100,-100,-46,-82,-82,-81,-83,-100,-100,-100,-100,-100,-38,-39,-100,-100,2
-77,-76,-65,-65,-76,-75,-69,-77,-65,-65,-63,-64,-100,-79,-74,-76,-77,-77,-76,-100,-72,-73,-53,-53,-53,-53,-100,-65,-62,-100,-51,-57,-58,-100,-100,-100,-59,-100,-100,-83,-83,-100,-100,-100,-100,-100,-34,-34,-100,-100,2
-66,-67,-69,-67,-70,-76,-100,-69,-60,-59,-55,-62,-100,-68,-58,-58,-58,-58,-79,-100,-75,-76,-67,-67,-67,-67,-100,-59,-73,-100,-63,-60,-63,-100,-100,-100,-46,-84,-85,-83,-83,-100,-100,-100,-100,-100,-42,-38,-100,-100,2
-77,-76,-66,-66,-79,-84,-100,-100,-64,-64,-63,-68,-100,-79,-74,-76,-75,-75,-76,-100,-68,-69,-52,-52,-52,-52,-100,-64,-65,-100,-52,-61,-60,-100,-100,-100,-51,-100,-100,-86,-85,-100,-100,-100,-100,-100,-37,-37,-100,-100,2
-66,-65,-59,-59,-73,-76,-100,-100,-54,-54,-59,-59,-100,-68,-58,-58,-58,-58,-79,-100,-75,-77,-68,-68,-70,-68,-100,-64,-76,-100,-63,-63,-60,-100,-100,-100,-48,-82,-82,-83,-81,-100,-100,-100,-100,-100,-39,-38,-100,-100,2
-77,-77,-64,-64,-79,-100,-76,-69,-62,-63,-63,-68,-100,-79,-73,-73,-73,-73,-76,-71,-72,-71,-55,-55,-55,-55,-100,-71,-66,-100,-53,-60,-56,-100,-100,-100,-51,-100,-100,-86,-88,-100,-100,-100,-100,-100,-41,-41,-100,-100,2
-66,-66,-56,-55,-76,-76,-77,-75,-54,-54,-63,-62,-100,-68,-58,-58,-58,-58,-73,-100,-75,-77,-69,-69,-70,-69,-100,-61,-75,-100,-64,-63,-63,-100,-100,-79,-45,-82,-82,-79,-80,-100,-100,-100,-100,-100,-47,-46,-100,-100,2
-76,-75,-67,-67,-100,-81,-76,-69,-64,-64,-68,-68,-100,-82,-74,-74,-73,-74,-76,-71,-79,-79,-59,-59,-59,-59,-100,-64,-69,-100,-55,-64,-62,-100,-100,-100,-52,-100,-100,-86,-88,-100,-100,-100,-100,-100,-44,-44,-100,-100,2
-68,-67,-60,-59,-71,-71,-65,-67,-54,-54,-59,-60,-100,-68,-57,-57,-57,-57,-72,-72,-75,-75,-70,-70,-70,-70,-100,-69,-75,-100,-64,-64,-63,-100,-100,-79,-45,-82,-82,-79,-76,-100,-100,-100,-100,-100,-47,-54,-100,-100,2
-78,-74,-64,-64,-76,-81,-76,-69,-65,-66,-68,-68,-100,-83,-74,-74,-75,-75,-76,-71,-79,-79,-62,-63,-63,-63,-100,-61,-65,-100,-53,-64,-62,-100,-100,-100,-52,-100,-100,-86,-88,-100,-100,-100,-100,-100,-40,-40,-100,-100,2
-64,-64,-59,-59,-70,-69,-64,-65,-51,-51,-58,-59,-100,-74,-57,-57,-63,-63,-72,-72,-75,-75,-73,-73,-73,-73,-100,-69,-77,-100,-66,-64,-69,-100,-100,-79,-48,-81,-80,-80,-79,-100,-100,-100,-100,-100,-48,-49,-100,-100,2
-76,-73,-66,-66,-76,-81,-76,-69,-61,-62,-67,-72,-100,-83,-74,-75,-74,-74,-72,-71,-74,-74,-59,-59,-59,-59,-100,-61,-68,-100,-54,-69,-65,-100,-100,-100,-49,-100,-100,-84,-100,-100,-100,-100,-100,-100,-41,-40,-100,-100,2
-71,-65,-59,-63,-71,-69,-63,-64,-53,-53,-59,-59,-100,-72,-62,-58,-59,-59,-75,-74,-72,-75,-71,-70,-70,-71,-100,-61,-79,-100,-65,-64,-67,-100,-100,-79,-39,-82,-80,-80,-79,-100,-100,-100,-100,-100,-48,-49,-100,-100,2
-76,-73,-64,-64,-76,-81,-100,-100,-62,-62,-67,-72,-100,-83,-73,-79,-74,-74,-76,-75,-76,-80,-63,-63,-63,-63,-100,-64,-66,-100,-55,-58,-58,-100,-100,-100,-46,-100,-100,-84,-100,-100,-100,-100,-100,-100,-44,-43,-100,-100,2
-66,-58,-53,-54,-75,-75,-64,-67,-56,-56,-59,-59,-100,-72,-63,-62,-62,-62,-75,-78,-72,-75,-71,-70,-71,-71,-100,-65,-79,-100,-65,-73,-67,-100,-100,-72,-45,-82,-81,-74,-77,-100,-100,-100,-100,-100,-45,-54,-100,-100,2
-76,-73,-59,-59,-76,-76,-100,-100,-58,-59,-69,-69,-100,-100,-71,-74,-71,-74,-76,-75,-72,-73,-60,-60,-60,-60,-100,-68,-72,-100,-52,-55,-59,-100,-100,-100,-46,-100,-100,-79,-79,-100,-100,-100,-100,-100,-52,-49,-100,-100,2
-63,-62,-56,-56,-78,-79,-66,-65,-58,-58,-63,-63,-100,-72,-71,-71,-66,-66,-71,-72,-72,-75,-75,-74,-75,-75,-100,-65,-79,-100,-66,-72,-67,-100,-100,-71,-45,-82,-83,-78,-78,-100,-100,-100,-100,-100,-50,-54,-100,-100,2
-70,-66,-58,-58,-79,-76,-72,-72,-57,-57,-68,-68,-100,-100,-74,-71,-73,-72,-100,-73,-76,-77,-59,-59,-59,-59,-100,-60,-66,-100,-54,-60,-61,-100,-100,-100,-50,-100,-100,-79,-79,-100,-100,-100,-100,-100,-44,-53,-100,-100,2
-64,-64,-56,-56,-72,-72,-70,-69,-53,-53,-62,-62,-100,-70,-61,-61,-60,-60,-75,-75,-72,-75,-71,-72,-72,-71,-100,-72,-83,-100,-65,-72,-75,-100,-100,-69,-42,-83,-82,-75,-77,-100,-100,-100,-100,-100,-50,-51,-100,-100,2
-70,-66,-58,-58,-79,-76,-72,-72,-57,-57,-67,-67,-100,-100,-74,-74,-73,-74,-81,-73,-74,-73,-58,-58,-58,-58,-100,-65,-70,-100,-54,-57,-60,-100,-100,-100,-45,-100,-100,-79,-79,-100,-100,-100,-100,-100,-46,-45,-100,-100,2
-68,-68,-57,-57,-70,-72,-66,-65,-49,-49,-62,-62,-100,-70,-61,-61,-66,-61,-78,-80,-72,-75,-73,-73,-73,-73,-100,-72,-80,-100,-69,-68,-68,-100,-100,-69,-40,-82,-82,-75,-80,-100,-100,-100,-100,-100,-48,-49,-100,-100,2
-70,-66,-58,-58,-78,-76,-72,-72,-56,-56,-65,-67,-100,-100,-74,-73,-73,-73,-81,-73,-71,-72,-59,-59,-59,-59,-100,-65,-70,-100,-55,-57,-60,-100,-100,-100,-52,-100,-100,-79,-79,-100,-100,-100,-100,-100,-46,-45,-100,-100,2
-73,-72,-53,-53,-72,-72,-62,-63,-50,-49,-62,-62,-100,-70,-60,-59,-62,-60,-72,-77,-74,-75,-72,-72,-72,-72,-100,-70,-81,-100,-66,-68,-73,-100,-100,-69,-47,-80,-80,-72,-80,-100,-100,-100,-100,-100,-54,-48,-100,-100,2
-70,-66,-58,-58,-71,-73,-72,-72,-53,-53,-66,-77,-100,-100,-75,-76,-77,-77,-81,-80,-79,-80,-60,-60,-60,-60,-100,-69,-72,-100,-55,-59,-58,-100,-100,-100,-56,-100,-100,-84,-83,-100,-100,-100,-100,-100,-49,-49,-100,-100,2
-77,-77,-51,-51,-72,-72,-67,-63,-50,-49,-62,-62,-100,-70,-60,-59,-59,-60,-72,-77,-76,-75,-71,-72,-72,-72,-100,-70,-83,-100,-68,-68,-72,-100,-100,-76,-49,-82,-82,-76,-76,-100,-100,-100,-100,-100,-54,-53,-100,-100,2
-71,-71,-55,-55,-71,-73,-70,-68,-49,-49,-69,-77,-100,-100,-75,-74,-75,-75,-81,-80,-79,-79,-60,-61,-61,-60,-100,-69,-72,-100,-57,-59,-59,-100,-100,-100,-51,-100,-100,-84,-83,-100,-100,-100,-100,-100,-45,-47,-100,-100,2
-73,-73,-49,-49,-71,-71,-65,-63,-44,-44,-62,-62,-100,-70,-63,-63,-63,-63,-77,-77,-76,-75,-71,-72,-72,-72,-100,-74,-83,-100,-68,-67,-65,-100,-100,-76,-50,-82,-82,-76,-72,-100,-100,-100,-100,-100,-54,-51,-100,-100,2
-66,-71,-55,-56,-71,-73,-71,-62,-51,-51,-69,-77,-100,-74,-78,-78,-78,-75,-77,-75,-75,-77,-58,-58,-58,-59,-100,-73,-76,-100,-55,-63,-61,-100,-100,-78,-53,-100,-100,-78,-79,-100,-100,-100,-100,-100,-47,-47,-100,-100,2
-73,-73,-49,-49,-76,-76,-65,-65,-45,-44,-63,-64,-100,-72,-64,-62,-63,-63,-77,-78,-76,-100,-72,-72,-72,-72,-100,-74,-83,-100,-70,-67,-77,-100,-100,-74,-51,-81,-82,-73,-72,-100,-100,-100,-100,-100,-52,-53,-100,-100,2
-66,-67,-51,-52,-71,-74,-71,-62,-47,-47,-69,-65,-100,-74,-74,-74,-74,-74,-73,-75,-71,-71,-56,-56,-56,-56,-100,-71,-73,-100,-57,-63,-61,-100,-100,-78,-53,-100,-100,-77,-77,-100,-100,-100,-100,-100,-47,-49,-100,-100,2
-74,-74,-47,-47,-72,-71,-58,-65,-46,-46,-60,-64,-100,-72,-65,-62,-65,-65,-71,-71,-76,-100,-71,-71,-71,-71,-100,-74,-83,-100,-69,-73,-81,-100,-100,-78,-52,-77,-80,-77,-72,-100,-100,-100,-100,-100,-55,-56,-100,-100,2
-66,-67,-51,-52,-79,-77,-75,-74,-48,-48,-66,-65,-100,-74,-75,-77,-76,-76,-73,-75,-70,-70,-56,-56,-56,-56,-100,-71,-73,-100,-57,-65,-66,-100,-100,-78,-50,-85,-100,-74,-78,-100,-100,-100,-100,-100,-50,-49,-100,-100,2
-75,-75,-47,-47,-74,-74,-58,-65,-40,-40,-60,-66,-100,-72,-62,-62,-62,-62,-71,-71,-100,-100,-72,-72,-72,-73,-100,-74,-83,-100,-70,-73,-81,-100,-100,-76,-50,-78,-80,-81,-76,-100,-100,-100,-100,-100,-55,-56,-100,-100,2
-66,-67,-55,-55,-72,-72,-71,-68,-44,-44,-66,-65,-100,-74,-75,-74,-74,-74,-100,-84,-73,-73,-55,-55,-54,-55,-100,-71,-76,-100,-60,-66,-66,-100,-100,-78,-57,-85,-84,-73,-74,-100,-100,-100,-100,-100,-49,-49,-100,-100,2
-68,-65,-44,-44,-70,-70,-58,-65,-40,-40,-62,-63,-100,-72,-70,-70,-70,-70,-71,-74,-100,-100,-72,-72,-72,-73,-100,-100,-83,-100,-69,-73,-79,-100,-100,-76,-54,-82,-80,-77,-76,-100,-100,-100,-100,-100,-51,-56,-100,-100,2
-69,-73,-50,-49,-72,-70,-71,-68,-47,-47,-66,-65,-100,-80,-75,-74,-73,-73,-79,-84,-84,-73,-57,-57,-58,-58,-100,-72,-78,-100,-58,-71,-71,-100,-100,-80,-54,-85,-84,-75,-78,-100,-100,-100,-100,-100,-49,-49,-100,-100,2
-66,-66,-44,-44,-69,-68,-56,-59,-39,-39,-60,-60,-100,-72,-68,-70,-70,-68,-71,-75,-100,-79,-69,-69,-69,-69,-100,-100,-100,-100,-70,-75,-74,-100,-100,-72,-51,-82,-80,-71,-72,-100,-100,-100,-100,-100,-56,-56,-100,-100,2
-69,-69,-46,-45,-70,-70,-63,-68,-47,-47,-66,-65,-100,-77,-75,-74,-75,-75,-79,-84,-84,-73,-59,-59,-59,-60,-100,-73,-75,-100,-58,-67,-68,-100,-100,-62,-55,-85,-84,-75,-78,-100,-100,-100,-100,-100,-52,-53,-100,-100,2
-63,-65,-44,-44,-69,-68,-60,-59,-40,-40,-61,-62,-100,-100,-64,-64,-65,-64,-85,-83,-78,-79,-69,-69,-69,-69,-100,-73,-100,-100,-71,-75,-74,-100,-100,-72,-55,-73,-72,-72,-67,-100,-100,-100,-100,-100,-60,-59,-100,-100,2
-100,-100,-36,-36,-100,-75,-70,-71,-44,-40,-79,-79,-100,-100,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-86,-100,-63,-69,-74,-83,-84,-70,-74,-100,-100,-100,-100,-100,-77,-76,-100,-100,2
-100,-100,-37,-37,-81,-72,-70,-71,-45,-42,-75,-75,-100,-100,-100,-100,-100,-100,-88,-86,-91,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-86,-100,-63,-69,-71,-84,-83,-72,-73,-100,-100,-100,-100,-100,-73,-72,-100,-100,2
-100,-100,-36,-36,-81,-64,-65,-66,-40,-40,-75,-73,-100,-100,-100,-100,-100,-100,-88,-86,-91,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-86,-100,-59,-71,-71,-84,-85,-68,-68,-100,-100,-100,-100,-100,-72,-72,-100,-100,2
-100,-100,-36,-36,-81,-64,-69,-69,-46,-38,-76,-75,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-86,-100,-64,-80,-69,-84,-86,-73,-75,-100,-100,-100,-100,-100,-70,-69,-100,-100,2
-100,-100,-41,-41,-81,-100,-71,-71,-42,-42,-72,-73,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-90,-100,-64,-80,-64,-84,-86,-73,-75,-100,-100,-100,-100,-100,-67,-67,-100,-100,5
-68,-68,-42,-41,-69,-70,-64,-68,-39,-39,-67,-67,-100,-77,-76,-76,-76,-76,-79,-100,-100,-100,-59,-59,-59,-59,-100,-77,-74,-100,-59,-63,-62,-100,-100,-62,-59,-83,-84,-77,-77,-100,-100,-100,-100,-100,-53,-53,-100,-100,5
-67,-66,-40,-40,-67,-67,-61,-61,-40,-40,-64,-60,-100,-100,-60,-60,-60,-60,-81,-83,-78,-79,-73,-73,-73,-76,-100,-73,-100,-100,-71,-75,-73,-100,-100,-72,-58,-73,-73,-70,-69,-100,-100,-100,-100,-100,-57,-58,-100,-100,5
-100,-81,-37,-37,-67,-66,-60,-60,-44,-40,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-85,-100,-83,-100,-56,-70,-65,-76,-76,-64,-63,-100,-100,-100,-100,-100,-67,-69,-100,-100,5
-100,-81,-37,-37,-64,-67,-68,-69,-42,-44,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-87,-100,-100,-81,-100,-87,-100,-56,-75,-65,-77,-77,-70,-74,-100,-100,-100,-100,-100,-67,-69,-100,-100,5
-100,-100,-36,-37,-74,-74,-63,-71,-46,-40,-82,-81,-100,-100,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-65,-69,-70,-79,-79,-70,-74,-100,-100,-100,-100,-100,-75,-74,-100,-100,5
-100,-100,-42,-42,-72,-74,-67,-69,-42,-44,-82,-81,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-82,-100,-85,-100,-68,-77,-68,-82,-83,-78,-81,-100,-100,-100,-100,-100,-71,-70,-100,-100,5
-100,-100,-39,-40,-72,-70,-67,-69,-46,-37,-82,-81,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-82,-88,-88,-100,-65,-79,-68,-82,-83,-79,-79,-100,-100,-100,-100,-100,-72,-70,-100,-100,5
-100,-100,-36,-36,-72,-70,-67,-69,-40,-41,-82,-81,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-88,-88,-100,-65,-82,-68,-82,-82,-79,-75,-100,-100,-100,-100,-100,-73,-70,-100,-100,5
-82,-84,-29,-29,-76,-78,-64,-64,-27,-34,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-83,-100,-60,-78,-62,-82,-86,-73,-75,-100,-100,-100,-100,-100,-67,-100,-100,-100,5
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,5
-67,-66,-43,-43,-69,-70,-65,-65,-35,-35,-69,-69,-100,-75,-72,-73,-73,-72,-79,-100,-100,-100,-58,-58,-58,-59,-100,-77,-75,-100,-60,-67,-67,-100,-100,-62,-59,-82,-82,-69,-69,-100,-100,-100,-100,-100,-52,-54,-100,-100,5
-66,-66,-45,-45,-63,-63,-56,-55,-36,-36,-65,-64,-100,-75,-56,-56,-56,-57,-81,-83,-78,-79,-74,-74,-74,-75,-100,-73,-100,-100,-72,-78,-73,-100,-100,-72,-58,-76,-76,-67,-65,-100,-100,-100,-100,-100,-60,-56,-100,-100,5
-70,-72,-35,-35,-67,-66,-64,-64,-46,-36,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-85,-81,-83,-100,-59,-73,-71,-81,-80,-64,-63,-100,-100,-100,-100,-100,-67,-71,-100,-100,5
